CASE_CODE,TITLE,REGULATION_ID,NOTIFICATION_DATE,SIMPL_PROC,LAST_DECISION_DATE,DEADLINE_DATE,NACE_CODE
M.4415,MOTOROLA / SYMBOL,Council Regulation 139/2004,23-11-06,N,08-01-07,08-01-07,"C.26.2 - Manufacture of computers and peripheral equipment, C.26.2 - Manufacture of computers and peripheral equipment, C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.4417,TELECOM ITALIA / AOL GERMAN ACCESS BUSINESS,Council Regulation 139/2004,20-10-06,N,28-11-06,28-11-06,"J.61 - Telecommunications, J.61 - Telecommunications"
M.4418,NYCOMED GROUP / ALTANA PHARMA,Council Regulation 139/2004,08-11-06,N,13-12-06,13-12-06,"C.21.20 - Manufacture of pharmaceutical preparations, C.21.20 - Manufacture of pharmaceutical preparations"
M.442,ELF ATOCHEM / RÜTGERS,Council Regulation 4064/89,04-07-94,N,27-07-94,,"C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products"
M.4420,CREDIT AGRICOLE /  FIAT AUTO / FAFS,Council Regulation 139/2004,27-10-06,N,05-12-06,05-12-06,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding, K.64.91 - Financial leasing, K.64.91 - Financial leasing"
M.4421,OJSC NOVOLIPETSK STEEL / DUFERCO / JV,Council Regulation 139/2004,13-10-06,Y,20-11-06,21-11-06,"C.24.10 - Manufacture of basic iron and steel and of ferro-alloys , C.24.10 - Manufacture of basic iron and steel and of ferro-alloys"
M.4422,BERTELSMANN / VODAFONE / MOCONTA,Council Regulation 139/2004,25-10-06,Y,30-11-06,01-12-06,"J.58.19 - Other publishing activities, J.58.19 - Other publishing activities, J.61 - Telecommunications, J.61 - Telecommunications"
M.4423,MERCK / SERONO,Council Regulation 139/2004,13-11-06,Y,15-12-06,18-12-06,"C.21.20 - Manufacture of pharmaceutical preparations, C.21.20 - Manufacture of pharmaceutical preparations"
M.4424,JT / GALLAHER,Council Regulation 139/2004,17-01-07,N,21-02-07,21-02-07,"C.12.00 - Manufacture of tobacco products, C.12.00 - Manufacture of tobacco products, G.46 - Wholesale trade, except of motor vehicles and motorcycles, G.46 - Wholesale trade, except of motor vehicles and motorcycles"
M.4425,MERRIL LYNCH / IRISH LIFE & PERMANENT,Council Regulation 139/2004,24-10-06,Y,30-11-06,30-11-06,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.4426,SABIC / HUNTSMAN PETROCHEMICALS UK,Council Regulation 139/2004,16-11-06,N,20-12-06,21-12-06,"C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products"
M.4427,SHV / MAMMOET,Council Regulation 139/2004,17-11-06,Y,18-12-06,22-12-06,"C.30.99 - Manufacture of other transport equipment n.e.c., C.30.99 - Manufacture of other transport equipment n.e.c."
M.4428,AXA / GERFLOR,Council Regulation 139/2004,13-10-06,Y,15-11-06,21-11-06,"C.13.93 - Manufacture of carpets and rugs, C.13.93 - Manufacture of carpets and rugs"
M.4429,AIG / GIP / STRATFIELD,Council Regulation 139/2004,17-10-06,Y,23-11-06,23-11-06,"H.52.23 - Service activities incidental to air transportation, H.52.23 - Service activities incidental to air transportation, K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding, K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.443,VOITH / SULZER,Council Regulation 4064/89,26-05-94,N,13-06-94,27-06-94,"C.17.1 - Manufacture of pulp, paper and paperboard, C.17.1 - Manufacture of pulp, paper and paperboard"
M.4430,DOOSAN / MITSUI BABCOCK,Council Regulation 139/2004,07-11-06,Y,11-12-06,12-12-06,"C.25.3 - Manufacture of steam generators, except central heating hot water boilers, C.25.3 - Manufacture of steam generators, except central heating hot water boilers"
M.4431,BG GROUP / SERENE,Council Regulation 139/2004,20-12-06,Y,01-02-07,02-02-07,"D.35.13 - Distribution of electricity, D.35.13 - Distribution of electricity, D.35.30 - Steam and air conditioning supply, D.35.30 - Steam and air conditioning supply"
M.4432,OERLIKON / SAURER,Council Regulation 139/2004,16-10-06,N,22-11-06,22-11-06,"C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics, C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics, C.28.94 - Manufacture of machinery for textile, apparel and leather production, C.28.94 - Manufacture of machinery for textile, apparel and leather production, C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.4433,RREEF / PEEL PORTS HOLDINGS / PEEL PORTS,Council Regulation 139/2004,06-11-06,Y,11-12-06,11-12-06,"H.52.22 - Service activities incidental to water transportation, H.52.22 - Service activities incidental to water transportation"
M.4434,RICOH / DANKA,Council Regulation 139/2004,03-11-06,N,08-12-06,08-12-06,"G.46.66 - Wholesale of other office machinery and equipment, G.46.66 - Wholesale of other office machinery and equipment"
M.4436,CINVEN / GONDOLA,Council Regulation 139/2004,27-10-06,Y,04-12-06,05-12-06,"I.56.10 - Restaurants and mobile food service activities, I.56.10 - Restaurants and mobile food service activities"
M.4437,SUN GROUP / AUTOBAR PACKAGING,Council Regulation 139/2004,25-10-06,Y,01-12-06,01-12-06,"C.22.21 - Manufacture of plastic plates, sheets, tubes and profiles, C.22.21 - Manufacture of plastic plates, sheets, tubes and profiles, C.22.22 - Manufacture of plastic packing goods, C.22.22 - Manufacture of plastic packing goods"
M.4438,MACQUAIRIE / THAMES WATER,Council Regulation 139/2004,23-10-06,Y,28-11-06,29-11-06,"E.36.00 - Water collection, treatment and supply, E.36.00 - Water collection, treatment and supply"
M.4439,RYANAIR / AER LINGUS,Council Regulation 139/2004,30-10-06,N,11-10-07,,"H.51.10 - Passenger air transport, H.51.10 - Passenger air transport, H.51.10 - Passenger air transport, H.51.10 - Passenger air transport"
M.444,SIDMAR N.V. / KLÖCKNER STAHL GMBH,Council Regulation 4064/89,22-04-94,N,30-05-94,30-05-94,"C.24 - Manufacture of basic metals, C.24 - Manufacture of basic metals"
M.4440,GE / DISKO / ASL,Council Regulation 139/2004,07-11-06,Y,12-12-06,12-12-06,"K.64.91 - Financial leasing, K.64.91 - Financial leasing"
M.4441,EN+ / GLENCORE / SUAL / UC RUSAL,Council Regulation 139/2004,19-12-06,N,01-02-07,01-02-07,"B.08.99 - Other mining and quarrying n.e.c., B.08.99 - Other mining and quarrying n.e.c., C.24.42 - Aluminium production, C.24.42 - Aluminium production"
M.4442,CARPHONE WAREHOUSE / AOL UK,Council Regulation 139/2004,31-10-06,N,07-12-06,07-12-06,"J.61 - Telecommunications, J.61 - Telecommunications"
M.4444,GE / BANQUE ARTESIA NEDERLAND,Council Regulation 139/2004,31-10-06,Y,07-12-06,07-12-06,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.4445,VOESTALPINE / STAMPTEC,Council Regulation 139/2004,22-12-06,Y,06-02-07,06-02-07,"C.25.1 - Manufacture of structural metal products, C.25.1 - Manufacture of structural metal products"
M.4446,ARROW ELECTRONICS / IN TECHNOLOGY,Council Regulation 139/2004,17-11-06,Y,19-12-06,22-12-06,"G.46.51 - Wholesale of computers, computer peripheral equipment and software, G.46.51 - Wholesale of computers, computer peripheral equipment and software"
M.4447,ALLIANZ / 3i / SCANDLINES,Council Regulation 139/2004,16-07-07,Y,21-08-07,21-08-07,"H.50.20 - Sea and coastal freight water transport, H.50.20 - Sea and coastal freight water transport, H.52.21 - Service activities incidental to land transportation, H.52.21 - Service activities incidental to land transportation"
M.4448,ICA BALTIC / RIMI BALTIC,Council Regulation 139/2004,06-11-06,Y,11-12-06,11-12-06,"G.47.2 - Retail sale of food, beverages and tobacco in specialised stores, G.47.2 - Retail sale of food, beverages and tobacco in specialised stores"
M.4449,KKR / SIF (TARKETT),Council Regulation 139/2004,03-11-06,Y,07-12-06,08-12-06,"C.16.21 - Manufacture of veneer sheets and wood-based panels, C.16.21 - Manufacture of veneer sheets and wood-based panels"
M.445,BSN / ST-LOUIS (EURALIM),Council Regulation 4064/89,02-05-94,N,07-06-94,07-06-94,"C.10 - Manufacture of food products, C.10 - Manufacture of food products"
M.4450,UMICORE / ZINIFEX / NEPTUNE,Council Regulation 139/2004,22-01-07,N,26-02-07,26-02-07,"B.07.29 - Mining of other non-ferrous metal ores, B.07.29 - Mining of other non-ferrous metal ores, C.24.43 - Lead, zinc and tin production, C.24.43 - Lead, zinc and tin production"
M.4451,ALCATEL / NORTEL NETWORKS,Council Regulation 139/2004,03-11-06,Y,07-12-06,08-12-06,"J.61 - Telecommunications, J.61 - Telecommunications"
M.4452,SWISS RE / GE LIFE,Council Regulation 139/2004,03-11-06,Y,06-12-06,08-12-06,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.4454,TPG / TELEDIFFUSION DE FRANCE,Council Regulation 139/2004,03-11-06,Y,04-12-06,08-12-06,"J.61 - Telecommunications, J.61 - Telecommunications"
M.4455,SCHMOLZ + BICKENBACH / SWISS STEEL,Council Regulation 139/2004,23-10-06,Y,29-11-06,29-11-06,
M.4456,MAHLE / DANA EPG,Council Regulation 139/2004,30-01-07,N,06-03-07,06-03-07,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.4457,VERONIS SUHLER STEVENSON / LANDESBANK BERLIN HOLDING / BERLIN ONLINE STADTPORTAL,Council Regulation 139/2004,,N,20-12-06,,
M.4459,RETTIG CAPITAL / AHLSTRÖM CAPITAL / NORDKALK,Council Regulation 139/2004,24-11-06,Y,21-12-06,09-01-07,"C.23.99 - Manufacture of other non-metallic mineral products n.e.c., C.23.99 - Manufacture of other non-metallic mineral products n.e.c."
M.4460,ABN AMRO / CARLSON / T.G.I. FRIDAY'S,Council Regulation 139/2004,18-01-07,Y,21-02-07,22-02-07,"I.56.10 - Restaurants and mobile food service activities, I.56.10 - Restaurants and mobile food service activities"
M.4461,ACCOR SERVICES FRANCE / GROUPE CAISSE D’EPARGNE / ACE,Council Regulation 139/2004,28-11-06,Y,11-01-07,11-01-07,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding, K.66.1 - Activities auxiliary to financial services, except insurance and pension funding, K.66.1 - Activities auxiliary to financial services, except insurance and pension funding"
M.4463,AN POST / FORTIS / JV,Council Regulation 139/2004,29-11-06,Y,12-01-07,12-01-07,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding, K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.4464,GOLDMAN SACHS / CERBERUS / HARPEN,Council Regulation 139/2004,10-11-06,Y,15-12-06,15-12-06,"L - Real estate activities, L - Real estate activities"
M.4465,THRANE & THRANE / NERA,Council Regulation 139/2004,14-02-07,N,21-03-07,21-03-07,"C.26.51 - Manufacture of instruments and appliances for measuring, testing and navigation, C.26.51 - Manufacture of instruments and appliances for measuring, testing and navigation"
M.4466,HTA / CDPQ / BAA BUDAPEST AIRPORT,Council Regulation 139/2004,17-11-06,Y,18-12-06,22-12-06,"H.51 - Air transport, H.51 - Air transport"
M.4467,BLACKSTONE / PAI / UNITED BISCUITS,Council Regulation 139/2004,07-11-06,Y,12-12-06,12-12-06,"C.10 - Manufacture of food products, C.10 - Manufacture of food products"
M.4468,CANDOVER PARTNERS / HILDING ANDERS,Council Regulation 139/2004,10-11-06,Y,15-12-06,15-12-06,"C.31.09 - Manufacture of other furniture, C.31.09 - Manufacture of other furniture"
M.4469,SCHOLZ / VOESTALPINE / SCHOLZ AUSTRIA,Council Regulation 139/2004,15-02-07,N,22-03-07,22-03-07,"E.38.32 - Recovery of sorted materials, E.38.32 - Recovery of sorted materials"
M.447,SCHNEIDER / AEG,Council Regulation 4064/89,30-06-94,N,01-08-94,02-08-94,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.4470,APOLLO GROUP / JACUZZI BRANDS,Council Regulation 139/2004,05-12-06,Y,17-01-07,18-01-07,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.4472,WILLIAM HILL  / CODERE / JV,Council Regulation 139/2004,17-11-06,Y,18-12-06,22-12-06,"R.92.00 - Gambling and betting activities, R.92.00 - Gambling and betting activities"
M.4473,MLCP / CIR / OAKWOOD,Council Regulation 139/2004,17-11-06,Y,18-12-06,22-12-06,"K.64.92 - Other credit granting, K.64.92 - Other credit granting"
M.4474,BC PARTNERS / TECHEM,Council Regulation 139/2004,22-11-06,Y,22-12-06,05-01-07,"D.35 - Electricity, gas, steam and air conditioning supply, D.35 - Electricity, gas, steam and air conditioning supply, K.66.12 - Security and commodity contracts brokerage, K.66.12 - Security and commodity contracts brokerage"
M.4475,SCHNEIDER ELECTRIC / APC,Council Regulation 139/2004,12-12-06,N,08-02-07,,
M.4476,NORILSK NICKEL / OMG NICKEL,Council Regulation 139/2004,22-12-06,N,06-02-07,06-02-07,"C.24.45 - Other non-ferrous metal production, C.24.45 - Other non-ferrous metal production"
M.4477,SES ASTRA / EUTELSAT / JV,Council Regulation 139/2004,20-06-07,N,25-07-07,25-07-07,"J.61 - Telecommunications, J.61 - Telecommunications"
M.4478,KKR / GOLDMAN SACHS / KION,Council Regulation 139/2004,17-11-06,N,20-12-06,22-12-06,"C.28.22 - Manufacture of lifting and handling equipment, C.28.22 - Manufacture of lifting and handling equipment"
M.4479,NEWS CORPORATION / JAMBA / OJOM,Council Regulation 139/2004,17-11-06,Y,22-12-06,22-12-06,"G.47.9 - Retail trade not in stores, stalls or markets, G.47.9 - Retail trade not in stores, stalls or markets, J.58.19 - Other publishing activities, J.58.19 - Other publishing activities, S.96.0 - Other personal service activities, S.96.0 - Other personal service activities"
M.448,GKN / BRAMBLES / LETO RECYCLING,Council Regulation 4064/89,02-05-94,N,07-06-94,07-06-94,"E.38.32 - Recovery of sorted materials, E.38.32 - Recovery of sorted materials"
M.4481,ONEX CORPORATION / SITEL CORPORATION,Council Regulation 139/2004,22-11-06,Y,21-12-06,05-01-07,"N.82.20 - Activities of call centres, N.82.20 - Activities of call centres"
M.4483,AVNET / ACCESS,Council Regulation 139/2004,17-11-06,Y,19-12-06,22-12-06,"C.26.2 - Manufacture of computers and peripheral equipment, C.26.2 - Manufacture of computers and peripheral equipment"
M.4484,DANSKE BANK / SAMPO BANK,Council Regulation 139/2004,15-12-06,N,30-01-07,30-01-07,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.4485,MEIF II / TECHEM,Council Regulation 139/2004,15-11-06,Y,19-12-06,20-12-06,"D.35 - Electricity, gas, steam and air conditioning supply, D.35 - Electricity, gas, steam and air conditioning supply, K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.4486,LEITNER / STRABAG / NORDPARK,Council Regulation 139/2004,21-05-07,Y,21-06-07,26-06-07,"R.93.19 - Other sports activities, R.93.19 - Other sports activities"
M.4489,3i / COUNTRYWIDE,Council Regulation 139/2004,04-01-07,Y,05-02-07,08-02-07,"K.64.92 - Other credit granting, K.64.92 - Other credit granting"
M.4491,DHC / KP1,Council Regulation 139/2004,22-11-06,Y,22-12-06,05-01-07,"C.23.61 - Manufacture of concrete products for construction purposes, C.23.61 - Manufacture of concrete products for construction purposes, C.23.62 - Manufacture of plaster products for construction purposes, C.23.62 - Manufacture of plaster products for construction purposes"
M.4492,CANDOVER / FERRETTI,Council Regulation 139/2004,16-11-06,Y,20-12-06,21-12-06,"C.30.1 - Building of ships and boats, C.30.1 - Building of ships and boats"
M.4494,EVRAZ / HIGHVELD,Council Regulation 139/2004,22-12-06,N,20-02-07,,"C.24.45 - Other non-ferrous metal production, C.24.45 - Other non-ferrous metal production, C.24.45 - Other non-ferrous metal production"
M.4495,ALFA ACCIAI / CRONIMET / REMONDIS / TSR GROUP,Council Regulation 139/2004,08-12-06,N,06-02-07,06-02-07,"E.38.3 - Materials recovery, E.38.3 - Materials recovery, G.46 - Wholesale trade, except of motor vehicles and motorcycles, G.46 - Wholesale trade, except of motor vehicles and motorcycles"
M.4498,HgCAPITAL / DENTON,Council Regulation 139/2004,18-04-07,N,13-06-07,04-10-07,"C.22.1 - Manufacture of rubber products, C.22.1 - Manufacture of rubber products, C.22.1 - Manufacture of rubber products, C.22.29 - Manufacture of other plastic products, C.22.29 - Manufacture of other plastic products, C.22.29 - Manufacture of other plastic products, C.28.29 - Manufacture of other general-purpose machinery n.e.c., C.28.29 - Manufacture of other general-purpose machinery n.e.c., C.28.29 - Manufacture of other general-purpose machinery n.e.c., J.58.29 - Other software publishing, J.58.29 - Other software publishing, J.58.29 - Other software publishing, M.71.1 - Architectural and engineering activities and related technical consultancy, M.71.1 - Architectural and engineering activities and related technical consultancy, M.71.1 - Architectural and engineering activities and related technical consultancy"
M.4499,HOLDING GONVARRI / ASSC / ASSC SLOVAKIA,Council Regulation 139/2004,20-02-07,Y,19-03-07,27-03-07,"C.24.10 - Manufacture of basic iron and steel and of ferro-alloys , C.24.10 - Manufacture of basic iron and steel and of ferro-alloys"
M.450,AGF / ASSUBEL,Council Regulation 4064/89,24-05-94,N,27-06-94,27-06-94,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.4500,NEMAK / TK ALUMINUM “A”,Council Regulation 139/2004,28-02-07,N,03-04-07,04-04-07,"C.24.52 - Casting of steel, C.24.52 - Casting of steel"
M.4501,HAL / EGERIA / NB,Council Regulation 139/2004,29-11-06,Y,09-01-07,12-01-07,"K.65.11 - Life insurance, K.65.11 - Life insurance"
M.4502,LITE-ON / PBDS,Council Regulation 139/2004,12-01-07,N,16-02-07,16-02-07,"C.26.2 - Manufacture of computers and peripheral equipment, C.26.2 - Manufacture of computers and peripheral equipment"
M.4503,PBDS / PHILIPS APM,Council Regulation 139/2004,12-01-07,N,16-02-07,16-02-07,"C.26.2 - Manufacture of computers and peripheral equipment, C.26.2 - Manufacture of computers and peripheral equipment"
M.4504,SFR / TELE 2,Council Regulation 139/2004,29-01-07,N,18-07-07,,"J.60.2 - Television programming and broadcasting activities, J.60.2 - Television programming and broadcasting activities, J.60.2 - Television programming and broadcasting activities, J.60.2 - Television programming and broadcasting activities"
M.4505,FREEPORT-MCMORAN COPPER & GOLD / PHELPS DODGE CORPORATION,Council Regulation 139/2004,16-01-07,N,20-02-07,20-02-07,"C.24.44 - Copper production, C.24.44 - Copper production"
M.4507,GIVAUDAN / QUEST INTERNATIONAL,Council Regulation 139/2004,17-01-07,N,21-02-07,21-02-07,"C.20.4 - Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations, C.20.4 - Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations"
M.4508,ALSTOM UK / BALFOUR BEATTY / JV,Council Regulation 139/2004,23-02-07,N,30-03-07,30-03-07,"C.28.99 - Manufacture of other special-purpose machinery n.e.c., C.28.99 - Manufacture of other special-purpose machinery n.e.c., H.52.21 - Service activities incidental to land transportation, H.52.21 - Service activities incidental to land transportation"
M.4509,PHILIPS / PLI,Council Regulation 139/2004,14-12-06,N,29-01-07,29-01-07,"C.27.40 - Manufacture of electric lighting equipment, C.27.40 - Manufacture of electric lighting equipment"
M.4510,L CAPITAL 2 / CALLIGARIS,Council Regulation 139/2004,15-01-07,Y,12-02-07,19-02-07,"C.31.0 - Manufacture of furniture, C.31.0 - Manufacture of furniture"
M.4511,CREDIT AGRICOLE / CARIPARMA / FRIULADRIA,Council Regulation 139/2004,23-01-07,Y,27-02-07,27-02-07,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.4513,ARJOWIGGINS / M-REAL ZANDERS REFLEX,Council Regulation 139/2004,31-10-07,N,04-06-08,,"C.17 - Manufacture of paper and paper products, C.17 - Manufacture of paper and paper products, C.17 - Manufacture of paper and paper products, C.17 - Manufacture of paper and paper products"
M.4514,ADVENT / CARLYLE / H.C. STARCK,Council Regulation 139/2004,11-12-06,Y,24-01-07,24-01-07,"C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products, C.24.45 - Other non-ferrous metal production, C.24.45 - Other non-ferrous metal production"
M.4515,CSN / CORUS,Council Regulation 139/2004,21-12-06,N,29-01-07,05-02-07,"C.24.10 - Manufacture of basic iron and steel and of ferro-alloys , C.24.10 - Manufacture of basic iron and steel and of ferro-alloys"
M.4516,CONTINENTAL / MATADOR,Council Regulation 139/2004,27-04-07,N,08-06-07,08-06-07,"C.22.11 - Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres, C.22.11 - Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres, C.28.22 - Manufacture of lifting and handling equipment, C.28.22 - Manufacture of lifting and handling equipment, C.28.99 - Manufacture of other special-purpose machinery n.e.c., C.28.99 - Manufacture of other special-purpose machinery n.e.c."
M.4517,IBERDROLA / SCOTTISH POWER,Council Regulation 139/2004,12-01-07,N,26-03-07,16-02-07,
M.4518,ALCOA / ORKLA / SOFT ALLOY EXTRUSION JV,Council Regulation 139/2004,12-03-07,N,19-04-07,19-04-07,"C.25.50 - Forging, pressing, stamping and roll-forming of metal; powder metallurgy, C.25.50 - Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
M.4519,LAGARDERE / SPORTFIVE,Council Regulation 139/2004,05-12-06,N,18-01-07,18-01-07,"C.18 - Printing and reproduction of recorded media, C.18 - Printing and reproduction of recorded media, J.60.2 - Television programming and broadcasting activities, J.60.2 - Television programming and broadcasting activities"
M.452,AVESTA (II),Council Regulation 4064/89,04-05-94,N,09-06-94,09-06-94,"C.24.10 - Manufacture of basic iron and steel and of ferro-alloys , C.24.10 - Manufacture of basic iron and steel and of ferro-alloys"
M.4520,INDUSTRI KAPITAL / ATTENDO,Council Regulation 139/2004,08-12-06,Y,23-01-07,23-01-07,"Q.86.90 - Other human health activities, Q.86.90 - Other human health activities"
M.4521,LGI / TELENET,Council Regulation 139/2004,22-01-07,N,26-02-07,26-02-07,"J.60.2 - Television programming and broadcasting activities, J.60.2 - Television programming and broadcasting activities, J.61 - Telecommunications, J.61 - Telecommunications"
M.4522,CARREFOUR / AHOLD POLSKA,Council Regulation 139/2004,16-02-07,N,10-04-07,11-04-07,"G.47.1 - Retail sale in non-specialised stores, G.47.1 - Retail sale in non-specialised stores, G.47.30 - Retail sale of automotive fuel in specialised stores, G.47.30 - Retail sale of automotive fuel in specialised stores"
M.4523,TRAVELPORT / WORLDSPAN,Council Regulation 139/2004,23-03-07,N,21-08-07,13-09-07,"N.79.12 - Tour operator activities, N.79.12 - Tour operator activities, N.79.12 - Tour operator activities"
M.4524,NEMAK / HYDRO CASTINGS,Council Regulation 139/2004,23-01-07,N,23-02-07,27-02-07,"C.24.52 - Casting of steel, C.24.52 - Casting of steel"
M.4525,KRONOSPAN / CONSTANTIA,Council Regulation 139/2004,04-05-07,N,19-09-07,,"C.16.21 - Manufacture of veneer sheets and wood-based panels, C.16.21 - Manufacture of veneer sheets and wood-based panels, C.16.21 - Manufacture of veneer sheets and wood-based panels, C.16.21 - Manufacture of veneer sheets and wood-based panels, C.16.29 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials, C.16.29 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials, C.16.29 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials, C.16.29 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials"
M.4526,PAI / LAFARGE,Council Regulation 139/2004,15-01-07,Y,15-02-07,19-02-07,"C.23.64 - Manufacture of mortars, C.23.64 - Manufacture of mortars"
M.4527,SUN CAPITAL / GOLDEN GATE / BAUER,Council Regulation 139/2004,22-12-06,Y,02-02-07,06-02-07,"G.47.71 - Retail sale of clothing in specialised stores, G.47.71 - Retail sale of clothing in specialised stores"
M.4528,GSW / MVV / JV,Council Regulation 139/2004,06-02-07,Y,13-03-07,13-03-07,"D.35.30 - Steam and air conditioning supply, D.35.30 - Steam and air conditioning supply, L.68.32 - Management of real estate on a fee or contract basis, L.68.32 - Management of real estate on a fee or contract basis"
M.4529,CVC / FRAIKIN,Council Regulation 139/2004,19-12-06,Y,30-01-07,01-02-07,"N.77 - Rental and leasing activities, N.77 - Rental and leasing activities"
M.4530,3i GROUP / AZELIS,Council Regulation 139/2004,22-01-07,Y,19-02-07,26-02-07,"C.20.5 - Manufacture of other chemical products, C.20.5 - Manufacture of other chemical products"
M.4531,WWL / EUKOR / ARMACUP / AGENCIE,Council Regulation 139/2004,29-03-07,Y,10-05-07,10-05-07,"H.50.20 - Sea and coastal freight water transport, H.50.20 - Sea and coastal freight water transport"
M.4532,LUKOIL / CONOCOPHILLIPS,Council Regulation 139/2004,17-01-07,N,21-02-07,21-02-07,"G.45 - Wholesale and retail trade and repair of motor vehicles and motorcycles, G.45 - Wholesale and retail trade and repair of motor vehicles and motorcycles, G.47.30 - Retail sale of automotive fuel in specialised stores, G.47.30 - Retail sale of automotive fuel in specialised stores"
M.4533,SCA / P&G; (European tissue business),Council Regulation 139/2004,02-07-07,N,05-09-07,,"C.17.22 - Manufacture of household and sanitary goods and of toilet requisites, C.17.22 - Manufacture of household and sanitary goods and of toilet requisites, C.17.22 - Manufacture of household and sanitary goods and of toilet requisites"
M.4534,INCHCAPE / EUROPEAN MOTOR HOLDINGS,Council Regulation 139/2004,,N,26-01-07,,
M.4535,CHARTERHOUSE / VIVARTE,Council Regulation 139/2004,25-01-07,Y,26-02-07,01-03-07,"G.47.71 - Retail sale of clothing in specialised stores, G.47.71 - Retail sale of clothing in specialised stores, G.47.72 - Retail sale of footwear and leather goods in specialised stores, G.47.72 - Retail sale of footwear and leather goods in specialised stores"
M.4536,MAGNETI MARELLI / CONCORDIA,Council Regulation 139/2004,16-03-07,Y,25-04-07,25-04-07,"C.27.32 - Manufacture of other electronic and electric wires and cables, C.27.32 - Manufacture of other electronic and electric wires and cables"
M.4537,LBO FRANCE / CONSOLIS,Council Regulation 139/2004,15-01-07,Y,16-02-07,19-02-07,"C.23.61 - Manufacture of concrete products for construction purposes, C.23.61 - Manufacture of concrete products for construction purposes"
M.4538,ACCOR / DORINT,Council Regulation 139/2004,06-03-07,Y,13-04-07,13-04-07,"I.55.10 - Hotels and similar accommodation, I.55.10 - Hotels and similar accommodation"
M.4539,TPG / SILVER LAKE / SABRE,Council Regulation 139/2004,26-01-07,Y,02-03-07,02-03-07,"N.79.12 - Tour operator activities, N.79.12 - Tour operator activities"
M.4540,NESTLE / NOVARTIS (Medical Nutrition Business),Council Regulation 139/2004,07-05-07,N,29-06-07,,"C.10 - Manufacture of food products, C.10 - Manufacture of food products, C.10 - Manufacture of food products"
M.4541,BRIDGEPOINT / RODENSTOCK,Council Regulation 139/2004,30-01-07,Y,06-03-07,06-03-07,"C.26.7 - Manufacture of optical instruments and photographic equipment, C.26.7 - Manufacture of optical instruments and photographic equipment, G.47.78 - Other retail sale of new goods in specialised stores, G.47.78 - Other retail sale of new goods in specialised stores"
M.4542,NPM CAPITAL / DESSEAUX,Council Regulation 139/2004,21-02-07,Y,28-03-07,28-03-07,"G.46.41 - Wholesale of textiles, G.46.41 - Wholesale of textiles"
